customer_id,employee_count,company_size,tenure_months,contract_value_annual,modules_subscribed,has_payroll_module,active_users_ratio,monthly_active_users,support_tickets_per_month,health_score,training_sessions_attended,onboarding_completed,features_used_ratio,avg_logins_per_user_month,last_qbr_attendance,payment_delays_last_year,critical_issues_last_quarter,industry,churned
CUST0460,140,small,96,21048.34,2,0,0.71,99,4.9,50.0,3,1,0.75,12.5,1,3,0,Technology,0
CUST0461,376,medium,0,48583.69,5,0,0.74,278,7.84,50.0,5,0,0.75,12.91,1,2,0,Retail,0
CUST0462,235,medium,60,34791.35,1,0,0.56,130,0.99,50.0,3,1,0.75,8.56,1,2,0,Retail,0
CUST0463,360,medium,120,61100.64,1,0,1.0,359,1.58,100.0,3,1,0.75,13.35,1,1,0,Retail,0
CUST0464,49,startup,12,5110.77,1,0,0.78,38,2.59,87.5,3,1,0.75,11.6,0,4,1,Technology,1
CUST0465,540,medium,72,52314.06,4,0,0.92,498,1.59,75.0,3,1,0.75,15.93,1,2,1,Technology,0
CUST0466,448,medium,24,45355.12,5,0,0.74,329,0.98,50.0,3,1,0.75,13.09,0,2,2,Technology,0
CUST0467,506,medium,216,85426.95,6,0,0.2,101,4.49,37.5,2,1,0.75,5.0,1,2,2,Retail,0
CUST0468,99,small,108,17450.71,1,0,0.37,36,0.78,37.5,6,1,0.75,7.96,1,2,0,Retail,0
CUST0469,810,medium,120,115146.87,3,0,0.18,143,2.61,62.5,3,1,0.75,3.83,1,2,0,Technology,0
CUST0470,114,small,48,11126.9,6,0,0.73,82,1.23,87.5,2,1,0.75,11.78,1,1,1,Retail,1
CUST0471,135,small,24,15740.33,1,0,0.97,131,2.49,100.0,3,1,0.75,20.07,1,2,0,Retail,0
CUST0472,810,medium,12,95136.72,3,0,0.64,515,1.74,75.0,4,1,0.75,9.02,1,2,2,Technology,0
CUST0473,80,small,72,13834.53,6,0,0.42,33,1.83,50.0,2,1,0.75,6.71,0,2,1,Technology,0
CUST0474,1364,enterprise,372,238521.98,1,0,0.6,818,1.16,87.5,5,1,0.75,13.79,1,3,0,Technology,0
CUST0475,276,medium,72,38082.92,1,0,0.86,237,3.45,75.0,3,1,0.75,15.5,1,1,0,Technology,0
CUST0476,288,medium,60,39902.94,1,0,0.42,120,0.67,37.5,5,1,1.0,6.61,1,2,0,Retail,0
CUST0477,32,startup,12,4067.22,1,0,0.46,14,1.45,75.0,2,1,1.0,10.36,1,3,0,Technology,0
CUST0478,1408,enterprise,384,146909.62,1,1,0.42,589,3.33,37.5,2,1,0.75,9.59,1,2,0,Services,0
CUST0479,147,small,84,24746.74,1,0,0.64,94,1.46,62.5,1,1,0.75,15.77,1,2,1,Retail,0
CUST0480,204,medium,72,30137.93,1,0,0.54,110,1.76,50.0,4,1,0.75,13.08,1,2,0,Technology,1
CUST0481,34,startup,12,5021.76,1,0,0.19,6,1.73,37.5,2,1,0.75,2.81,1,3,0,Retail,1
CUST0482,114,small,72,12388.67,1,0,0.78,89,0.86,75.0,3,1,0.75,12.59,1,3,0,Technology,0
CUST0483,396,medium,36,62734.1,2,0,0.22,85,1.15,37.5,2,1,0.75,3.03,0,2,0,Retail,1
CUST0484,360,medium,36,39960.36,4,0,0.81,293,1.54,62.5,3,1,0.75,10.34,1,3,0,Technology,0
CUST0485,624,medium,84,109669.34,4,0,0.8,499,0.79,62.5,4,1,1.0,14.7,1,1,1,Retail,0
CUST0486,276,medium,60,27781.99,1,0,0.59,161,1.27,50.0,5,1,0.75,14.16,0,3,2,Technology,0
CUST0487,595,medium,36,89508.01,4,0,0.74,438,1.96,87.5,3,1,0.75,10.14,0,2,0,Retail,0
CUST0488,39,startup,12,5247.0,1,0,0.36,14,1.31,75.0,0,1,0.75,6.18,1,3,1,Technology,0
CUST0489,400,medium,120,45524.69,1,0,0.76,305,3.59,87.5,4,1,0.75,14.91,1,2,1,Technology,0
CUST0490,399,medium,12,47177.17,4,0,0.99,393,3.79,75.0,3,1,0.75,20.23,0,3,0,Technology,0
CUST0491,272,medium,0,46975.8,3,0,0.24,65,0.87,50.0,3,0,0.75,4.45,0,2,1,Technology,0
CUST0492,120,small,96,12671.85,3,0,0.68,81,3.92,87.5,3,1,0.75,8.96,1,2,1,Technology,0
CUST0493,1008,enterprise,36,109103.01,6,0,0.19,187,4.07,62.5,3,1,0.75,2.75,0,3,0,Technology,0
CUST0494,450,medium,24,47194.24,4,1,0.73,326,5.14,50.0,1,1,0.75,15.16,1,3,2,Services,0
CUST0495,160,small,96,27346.25,1,0,0.69,110,1.48,75.0,3,1,0.75,11.68,1,2,0,Retail,0
CUST0496,165,small,48,19292.19,1,0,0.21,34,3.01,50.0,3,1,0.75,4.15,1,2,1,Retail,1
CUST0497,54,small,36,9352.43,1,0,0.67,36,1.81,75.0,2,1,0.75,10.6,1,2,1,Retail,0
CUST0498,832,medium,24,91774.2,4,0,0.97,803,6.53,100.0,2,1,0.75,23.2,1,2,0,Technology,0
CUST0499,42,startup,24,7086.23,1,0,0.64,27,0.56,50.0,3,1,1.0,11.26,1,2,1,Technology,0
CUST0500,66,small,60,6904.07,1,0,0.62,41,0.93,75.0,3,1,0.75,12.17,1,2,1,Retail,0
CUST0501,150,small,72,15495.52,1,0,0.92,138,1.81,62.5,2,1,0.75,20.63,0,2,1,Technology,0
CUST0502,26,startup,12,2749.97,1,0,0.7,18,1.67,75.0,2,1,1.0,9.1,1,2,0,Technology,0
CUST0503,612,medium,168,65573.15,6,0,0.2,123,0.73,62.5,2,1,1.0,3.46,1,2,0,Retail,0
CUST0504,420,medium,120,53664.88,1,0,0.82,346,1.92,75.0,4,1,0.75,16.32,0,2,0,Technology,0
CUST0505,230,medium,12,36816.15,2,0,0.2,45,1.93,25.0,4,1,0.75,2.59,1,2,0,Retail,1
CUST0506,126,small,36,20776.57,1,0,0.93,117,2.4,87.5,2,1,0.75,17.36,1,2,3,Technology,0
CUST0507,460,medium,120,57263.78,1,0,0.74,341,2.8,75.0,2,1,0.75,14.26,1,2,1,Technology,0
CUST0508,78,small,72,7630.47,1,0,0.53,41,4.9,62.5,5,1,0.75,6.64,0,2,0,Retail,0
CUST0509,697,medium,204,124027.98,1,0,0.74,515,2.21,75.0,3,1,0.75,12.59,1,4,0,Technology,0
CUST0510,375,medium,156,42827.14,3,0,0.86,323,2.95,87.5,2,1,1.0,21.29,0,2,0,Technology,0
CUST0511,528,medium,108,57342.75,2,1,0.47,249,1.37,62.5,1,1,0.75,8.12,1,2,0,Services,0
CUST0512,260,medium,36,43566.22,2,0,0.45,117,2.25,50.0,2,1,0.75,6.71,1,3,0,Technology,0
CUST0513,210,medium,48,26823.78,1,0,0.84,177,1.11,62.5,0,1,0.75,20.25,1,3,0,Technology,0
CUST0514,46,startup,12,6031.78,1,0,0.59,27,0.88,87.5,5,1,0.75,12.58,1,2,0,Technology,1
CUST0515,360,medium,120,45907.32,1,0,0.19,69,7.16,25.0,3,1,0.75,4.58,1,2,0,Technology,1
CUST0516,30,startup,12,3926.55,1,0,0.54,16,2.61,75.0,3,1,0.75,10.33,1,3,0,Technology,0
CUST0517,110,small,36,15091.27,2,0,0.24,26,7.23,25.0,3,1,0.75,3.79,1,1,0,Technology,0
CUST0518,192,small,36,29542.2,1,0,0.36,69,1.79,75.0,4,1,1.0,6.82,1,1,1,Retail,0
CUST0519,128,small,84,21763.24,1,0,0.95,121,7.83,100.0,2,1,1.0,22.72,1,3,2,Retail,0
CUST0520,210,medium,120,35812.25,1,0,0.81,170,1.21,75.0,5,1,0.75,19.13,1,4,0,Technology,0
CUST0521,192,small,24,22240.76,3,0,0.43,81,0.81,50.0,3,1,0.75,7.5,1,1,0,Retail,0
CUST0522,126,small,72,21851.19,1,0,0.76,95,2.57,100.0,3,1,1.0,14.72,1,1,1,Retail,0
CUST0523,196,small,12,32663.68,3,0,0.88,172,6.56,100.0,2,1,0.75,21.77,1,1,0,Technology,0
CUST0524,860,medium,240,86887.12,1,0,0.55,472,3.77,87.5,3,1,0.75,11.56,1,1,0,Technology,0
CUST0525,378,medium,96,45839.59,1,0,0.45,168,5.6,75.0,3,1,0.75,7.16,1,3,0,Technology,0
CUST0526,60,small,24,9071.38,6,0,0.71,42,3.33,50.0,3,1,0.75,11.98,1,2,2,Retail,1
CUST0527,980,medium,240,113453.38,1,0,0.72,702,3.3,87.5,4,1,0.75,15.15,1,3,1,Technology,0
CUST0528,370,medium,120,42055.35,1,0,0.75,276,1.26,100.0,2,1,0.75,16.63,0,2,1,Retail,0
CUST0529,666,medium,48,83710.15,3,0,0.71,474,3.31,62.5,4,1,0.75,14.11,1,2,3,Retail,1
CUST0530,490,medium,108,77855.19,1,0,0.71,346,2.86,75.0,4,1,0.75,12.84,0,1,1,Technology,0
CUST0531,189,small,108,31559.85,1,0,0.18,33,1.93,50.0,3,1,0.75,2.26,1,2,0,Technology,0
CUST0532,150,small,84,23209.11,3,0,0.8,120,0.54,87.5,6,1,0.75,10.94,1,2,1,Technology,0
CUST0533,240,medium,84,31587.83,2,0,0.24,57,1.91,62.5,2,1,0.75,5.42,1,2,0,Retail,0
CUST0534,420,medium,216,49835.38,5,0,0.23,95,1.68,62.5,2,1,1.0,5.04,1,3,0,Retail,0
CUST0535,1024,enterprise,60,152600.47,3,0,0.56,577,2.12,75.0,3,1,0.75,10.97,1,1,1,Technology,0
CUST0536,943,medium,252,151280.62,3,1,0.97,915,5.01,75.0,2,1,0.75,23.86,0,3,1,Services,0
CUST0537,380,medium,24,68257.43,6,0,0.21,80,1.34,25.0,1,1,0.75,3.48,1,2,0,Retail,0
CUST0538,279,medium,108,36360.2,1,0,0.2,54,1.66,62.5,4,1,1.0,4.77,0,2,1,Technology,0
CUST0539,858,medium,264,106248.33,1,1,0.66,568,5.16,87.5,3,1,0.75,13.23,1,3,2,Services,0
CUST0540,172,small,24,19747.69,6,0,0.42,72,1.37,75.0,2,1,0.75,9.87,1,2,2,Retail,0
CUST0541,340,medium,84,59939.21,6,0,0.46,156,1.23,37.5,4,1,0.75,6.53,1,4,2,Technology,1
CUST0542,460,medium,96,46987.71,6,0,0.2,92,4.86,25.0,2,1,0.75,4.9,1,1,0,Technology,0
CUST0543,450,medium,12,80549.56,4,0,0.63,281,0.97,75.0,4,1,0.75,14.28,1,2,0,Technology,0
CUST0544,135,small,60,17715.13,2,0,0.55,73,2.06,50.0,5,1,0.75,7.76,1,4,0,Technology,0
CUST0545,1176,enterprise,264,118640.21,6,0,0.72,843,1.47,87.5,2,1,0.75,17.09,0,2,1,Retail,0
CUST0546,350,medium,96,46817.87,6,0,0.94,327,1.95,87.5,2,1,1.0,20.34,0,2,1,Retail,0
CUST0547,11,startup,12,1817.89,1,0,0.57,6,2.55,75.0,6,1,0.75,13.22,1,2,0,Retail,0
CUST0548,140,small,24,15849.66,6,0,0.62,87,1.04,75.0,2,1,0.75,14.97,1,1,0,Technology,1
CUST0549,343,medium,24,34739.46,3,0,0.77,263,1.43,100.0,5,1,0.75,18.86,1,3,0,Retail,0
CUST0550,410,medium,60,59941.93,3,0,0.58,237,0.92,62.5,2,1,0.75,13.05,1,2,0,Technology,0
CUST0551,180,small,48,17629.25,1,0,0.22,39,1.74,37.5,2,1,0.75,3.8,1,2,1,Technology,0
CUST0552,192,small,96,26173.57,6,1,0.46,87,1.67,62.5,3,1,0.75,11.4,0,1,0,Services,0
CUST0553,780,medium,120,106511.15,6,0,0.93,723,1.32,87.5,1,1,0.75,11.69,0,2,2,Technology,0
CUST0554,80,small,48,13089.35,1,0,0.73,58,1.55,100.0,2,1,1.0,9.86,0,3,0,Technology,0
CUST0555,243,medium,84,34499.23,6,0,0.2,48,4.77,62.5,2,1,0.75,2.56,0,3,0,Technology,0
CUST0556,54,small,24,5331.04,1,0,0.46,24,0.62,75.0,2,1,0.75,6.77,1,2,0,Retail,0
CUST0557,532,medium,24,92182.74,2,0,0.8,428,1.68,100.0,4,1,0.75,11.29,1,2,0,Technology,0
CUST0558,416,medium,12,48381.42,2,0,0.19,77,6.96,62.5,2,1,0.75,3.96,1,2,1,Technology,0
CUST0559,410,medium,120,59492.01,1,0,0.92,378,1.04,62.5,2,1,0.75,13.42,1,2,0,Technology,0
CUST0560,60,small,12,6939.36,6,0,0.6,35,5.48,87.5,0,1,0.75,12.43,0,2,1,Technology,0
CUST0561,189,small,0,33251.86,3,0,0.21,39,2.05,37.5,3,0,0.75,2.94,1,2,0,Technology,0
CUST0562,782,medium,408,93120.56,1,0,0.19,149,6.8,50.0,3,1,0.75,4.52,1,3,1,Retail,0
CUST0563,230,medium,120,31660.14,1,0,0.99,227,1.35,100.0,2,1,0.75,22.09,0,2,0,Technology,1
CUST0564,66,small,72,6356.64,1,0,0.83,54,1.96,87.5,5,1,1.0,20.36,0,2,0,Retail,0
CUST0565,198,small,96,34890.06,1,0,0.61,120,5.69,62.5,3,1,0.75,7.71,1,4,0,Retail,0
CUST0566,56,small,24,9568.34,1,0,0.62,34,1.32,50.0,3,1,0.75,8.31,1,1,0,Technology,0
CUST0567,136,small,60,15165.49,4,0,0.56,76,0.91,62.5,2,1,0.75,8.33,1,1,1,Retail,1
CUST0568,60,small,72,10478.25,1,0,0.87,51,2.0,100.0,5,1,1.0,13.53,1,2,1,Retail,0
CUST0569,912,medium,60,120983.51,5,0,0.23,205,1.98,62.5,2,1,0.75,4.96,1,2,0,Technology,1
CUST0570,210,medium,120,35505.74,1,0,0.25,51,5.23,25.0,1,1,0.75,3.88,1,3,0,Retail,0
CUST0571,210,medium,48,31229.81,1,0,0.91,191,3.75,100.0,3,1,0.75,21.3,1,2,0,Technology,0
CUST0572,50,startup,24,7608.56,3,0,0.76,38,5.14,62.5,2,1,0.75,11.75,1,4,0,Technology,0
CUST0573,275,medium,96,46335.22,4,0,0.57,156,7.12,62.5,3,1,0.75,12.42,0,2,1,Technology,0
CUST0574,180,small,48,26002.28,6,0,0.22,38,3.49,62.5,2,1,0.75,3.67,0,3,0,Retail,1
CUST0575,150,small,48,16029.87,2,0,0.77,115,2.07,75.0,2,1,0.75,14.78,1,1,1,Technology,0
CUST0576,189,small,60,23418.79,6,0,0.22,41,2.25,62.5,4,1,0.75,4.77,1,2,0,Technology,0
CUST0577,245,medium,48,42557.21,1,0,0.79,194,1.53,87.5,3,1,0.75,11.34,1,2,1,Retail,0
CUST0578,108,small,60,15613.04,1,0,0.2,21,2.51,62.5,3,1,0.75,4.71,0,2,1,Technology,0
CUST0579,799,medium,180,114615.01,6,0,0.25,199,1.95,25.0,2,1,0.75,5.87,1,1,0,Technology,0
CUST0580,258,medium,72,37747.8,1,0,0.24,60,2.91,50.0,3,1,0.75,4.83,1,3,0,Technology,0
CUST0581,126,small,36,20294.79,1,0,0.73,92,5.16,62.5,1,1,0.75,16.0,0,2,0,Retail,0
CUST0582,273,medium,24,31685.69,3,0,0.72,195,3.97,87.5,2,1,1.0,14.55,1,4,0,Technology,0
CUST0583,344,medium,96,36283.07,1,0,0.41,142,0.64,62.5,2,1,1.0,9.49,1,1,0,Technology,0
CUST0584,186,small,36,26073.9,5,0,0.19,34,5.49,50.0,1,1,0.75,4.33,1,2,0,Retail,0
CUST0585,1056,enterprise,288,166134.97,1,0,0.88,927,2.5,75.0,4,1,0.75,15.4,0,2,1,Technology,0
CUST0586,25,startup,0,2864.81,1,0,0.19,4,1.34,50.0,2,0,1.0,4.25,1,1,3,Technology,1
CUST0587,24,startup,12,3793.98,1,0,0.45,10,3.52,62.5,4,1,0.75,9.49,1,3,0,Technology,0
CUST0588,288,medium,60,50152.58,6,0,0.69,199,5.55,87.5,3,1,1.0,17.31,1,2,0,Technology,0
CUST0589,330,medium,48,57577.64,5,0,0.71,235,0.89,75.0,3,1,0.75,10.23,1,2,3,Technology,0
CUST0590,17,startup,12,2600.28,1,0,0.22,3,1.36,37.5,1,1,0.75,3.69,1,3,0,Technology,1
CUST0591,210,medium,156,29853.39,1,0,0.72,151,1.94,75.0,3,1,0.75,16.05,1,2,0,Technology,0
CUST0592,66,small,36,10539.25,5,0,0.18,11,3.01,25.0,3,1,0.75,2.68,1,2,0,Retail,1
CUST0593,416,medium,312,50247.71,1,0,0.77,319,3.06,87.5,3,1,0.75,13.76,0,2,0,Technology,0
CUST0594,190,small,108,26034.15,1,0,0.37,70,2.52,62.5,2,1,0.75,5.64,1,2,1,Technology,0
CUST0595,220,medium,120,30894.2,1,0,0.7,153,2.1,75.0,3,1,1.0,10.74,1,1,1,Technology,0
CUST0596,800,medium,372,80704.76,6,0,0.35,280,1.32,75.0,2,1,0.75,5.26,1,2,0,Technology,1
CUST0597,266,medium,24,47532.08,3,0,0.63,166,3.29,87.5,0,1,0.75,9.39,1,1,0,Technology,0
CUST0598,120,small,48,18687.37,6,0,0.96,114,0.73,100.0,4,1,0.75,23.47,1,3,1,Technology,0
CUST0599,190,small,24,31844.9,6,0,0.57,109,1.24,75.0,3,1,0.75,12.57,0,2,0,Technology,1
CUST0600,112,small,60,16978.53,4,1,0.43,48,3.41,62.5,2,1,0.75,8.53,1,2,1,Services,0
CUST0601,602,medium,168,73594.07,1,0,0.75,450,3.39,75.0,3,1,0.75,17.98,1,3,0,Technology,0
CUST0602,470,medium,12,72445.83,6,0,0.57,268,1.73,50.0,6,1,0.75,11.12,1,3,0,Technology,0
CUST0603,492,medium,0,77018.07,5,0,0.79,389,1.65,87.5,4,0,1.0,12.63,0,3,0,Technology,0
CUST0604,46,startup,12,7641.7,1,0,0.56,25,1.85,62.5,3,1,0.75,7.42,1,3,0,Technology,0
CUST0605,190,small,108,34006.44,1,0,0.47,89,0.62,50.0,3,1,0.75,10.27,0,2,0,Technology,0
CUST0606,234,medium,48,38963.2,2,0,0.23,54,3.64,25.0,3,1,0.75,3.72,0,3,2,Technology,0
CUST0607,234,medium,60,39847.24,1,0,0.84,196,3.68,87.5,3,1,0.75,10.83,1,3,1,Technology,0
CUST0608,225,medium,108,39958.08,1,0,0.86,193,7.86,87.5,3,1,0.75,14.4,1,2,1,Retail,1
CUST0609,516,medium,108,63532.87,4,0,0.81,420,2.71,87.5,3,1,0.75,14.93,0,2,1,Retail,1
CUST0610,462,medium,48,77980.7,6,0,0.19,85,2.66,37.5,3,1,1.0,2.54,1,2,0,Technology,0
CUST0611,387,medium,108,58102.82,1,0,1.0,385,3.52,87.5,3,1,0.75,19.4,1,3,1,Technology,0
CUST0612,204,medium,96,34994.15,3,0,0.65,132,2.12,75.0,3,1,1.0,9.11,1,2,2,Technology,0
CUST0613,96,small,96,12011.33,1,0,0.41,39,3.76,50.0,2,1,1.0,6.82,1,2,1,Retail,0
CUST0614,72,small,36,12542.25,1,1,0.99,71,1.93,87.5,1,1,0.75,18.01,0,2,0,Services,0
CUST0615,280,medium,96,42659.93,1,0,0.56,157,4.47,75.0,2,1,0.75,10.04,1,3,1,Technology,1
CUST0616,0,,0,0.0,1,0,0.85,0,1.4,100.0,6,0,0.75,13.29,0,2,0,Technology,0
CUST0617,899,medium,240,109588.39,2,0,0.72,643,3.95,50.0,2,1,0.75,15.42,0,2,0,Retail,0
CUST0618,440,medium,60,69967.64,6,0,0.41,181,1.67,75.0,2,1,0.75,5.94,0,2,1,Technology,0
CUST0619,270,medium,48,31741.34,6,0,0.18,49,2.29,25.0,3,1,0.75,4.05,0,1,1,Technology,0
CUST0620,387,medium,108,44296.75,1,0,0.22,83,7.58,25.0,5,1,1.0,3.14,1,1,1,Retail,0
CUST0621,198,small,72,19612.78,1,0,0.18,35,0.85,50.0,3,1,0.75,3.58,0,3,0,Technology,0
CUST0622,684,medium,216,107354.42,1,0,0.87,594,1.44,75.0,1,1,0.75,14.35,0,2,0,Retail,0
CUST0623,224,medium,60,38306.22,2,0,0.8,179,2.45,75.0,3,1,0.75,16.53,0,2,0,Retail,0
CUST0624,320,medium,60,54783.48,6,0,0.74,235,2.7,75.0,3,1,0.75,17.59,0,3,1,Technology,0
CUST0625,875,medium,60,96705.03,6,0,0.9,785,1.45,62.5,3,1,0.75,14.18,1,3,0,Retail,0
CUST0626,558,medium,60,84718.43,4,0,0.24,135,1.11,62.5,2,1,0.75,4.42,1,2,0,Retail,0
CUST0627,378,medium,60,63867.73,5,0,0.68,258,2.69,75.0,3,1,0.75,12.1,0,1,0,Technology,0
CUST0628,1054,enterprise,108,110876.66,3,0,0.77,809,3.69,87.5,3,1,1.0,14.11,1,3,1,Technology,0
CUST0629,333,medium,12,54160.08,4,0,0.55,181,1.68,87.5,2,1,0.75,8.58,1,3,0,Retail,0
CUST0630,168,small,60,22828.09,1,1,0.72,121,0.69,75.0,6,1,0.75,15.43,1,3,0,Services,0
CUST0631,108,small,24,15383.51,6,0,0.74,80,6.71,100.0,2,1,1.0,11.33,0,3,0,Technology,0
CUST0632,150,small,36,15110.2,2,0,0.8,119,3.53,62.5,2,1,1.0,19.47,0,1,0,Technology,0
CUST0633,104,small,24,12651.93,5,0,0.85,87,0.99,75.0,2,1,0.75,16.02,1,2,1,Technology,0
CUST0634,222,medium,60,38743.1,1,1,0.18,40,3.61,25.0,3,1,1.0,3.35,1,3,1,Services,0
CUST0635,50,startup,60,6696.33,1,0,0.23,11,0.87,50.0,3,1,0.75,3.51,1,2,1,Retail,0
CUST0636,799,medium,204,89308.45,1,0,0.74,587,3.22,87.5,2,1,1.0,12.04,1,3,1,Technology,0
CUST0637,430,medium,120,68249.49,1,0,0.4,172,5.1,75.0,3,1,0.75,9.6,0,2,0,Technology,1
CUST0638,160,small,36,26286.44,1,0,0.76,121,1.6,100.0,2,1,0.75,14.42,1,2,0,Technology,0
CUST0639,160,small,60,18604.23,1,0,0.2,31,2.79,50.0,1,1,0.75,4.86,1,3,1,Retail,0
CUST0640,154,small,48,22828.14,2,0,0.18,28,3.19,50.0,2,1,0.75,3.19,1,2,0,Technology,0
CUST0641,126,small,60,20017.33,1,0,0.86,108,0.76,62.5,2,1,0.75,15.15,0,3,0,Technology,0
CUST0642,260,medium,120,37249.36,1,0,0.45,117,1.43,50.0,3,1,0.75,10.34,1,2,0,Retail,0
CUST0643,48,startup,24,7206.99,1,0,0.47,22,1.3,50.0,3,1,0.75,7.18,1,3,1,Retail,0
CUST0644,408,medium,60,59677.45,2,0,0.89,363,3.74,87.5,1,1,0.75,15.33,0,1,0,Technology,0
CUST0645,320,medium,72,31181.94,3,0,0.95,302,4.87,100.0,2,1,0.75,18.9,1,2,0,Technology,0
CUST0646,85,small,36,10439.18,6,0,0.66,56,3.76,62.5,3,1,0.75,12.51,1,3,0,Retail,1
CUST0647,364,medium,24,62494.27,5,0,0.71,256,1.9,62.5,3,1,0.75,17.16,1,2,0,Retail,0
CUST0648,208,medium,156,34062.63,3,0,0.44,91,3.03,75.0,2,1,0.75,10.74,1,3,2,Technology,0
CUST0649,180,small,60,26222.75,5,0,0.9,162,2.8,87.5,3,1,0.75,19.81,1,2,0,Retail,0
CUST0650,1386,enterprise,144,222195.21,6,0,0.99,1372,1.65,100.0,0,1,0.75,18.78,1,2,1,Technology,0
CUST0651,228,medium,60,39632.99,4,0,0.82,186,3.87,100.0,2,1,0.75,12.9,0,2,0,Technology,0
CUST0652,344,medium,84,43534.18,1,0,0.86,296,6.18,87.5,2,1,1.0,12.61,1,2,0,Retail,0
CUST0653,280,medium,120,36331.38,1,0,0.38,106,0.94,37.5,2,1,0.75,7.22,1,2,1,Retail,0
CUST0654,868,medium,372,139948.09,1,0,0.24,204,1.75,25.0,3,1,0.75,3.85,1,2,1,Technology,0
CUST0655,286,medium,60,40969.59,6,1,0.71,202,1.48,100.0,2,1,0.75,8.99,1,3,2,Services,0
CUST0656,161,small,48,25563.21,3,1,0.38,60,2.49,75.0,4,1,0.75,8.31,1,2,0,Services,0
CUST0657,31,startup,12,4686.15,1,0,0.83,25,1.48,62.5,2,1,1.0,14.26,0,2,1,Technology,1
CUST0658,128,small,48,21041.79,6,0,0.73,93,1.87,62.5,5,1,0.75,16.13,1,3,0,Technology,0
CUST0659,240,medium,96,28889.34,1,0,0.21,49,0.9,37.5,0,1,0.75,3.59,1,2,1,Technology,0
CUST0660,112,small,48,19941.2,1,0,0.9,101,2.48,62.5,3,1,0.75,20.73,1,2,1,Retail,0
CUST0661,126,small,12,14985.71,6,0,0.95,120,0.66,100.0,3,1,0.75,18.69,0,3,0,Technology,1
CUST0662,164,small,12,28038.26,4,0,0.46,75,3.7,37.5,2,1,1.0,6.43,1,2,1,Technology,0
CUST0663,22,startup,24,3579.92,1,0,0.67,14,1.97,75.0,3,1,0.75,12.23,0,3,0,Retail,1
CUST0664,45,startup,12,7687.46,1,0,0.75,33,7.2,100.0,3,1,0.75,13.26,0,2,0,Technology,1
CUST0665,306,medium,192,41919.1,1,0,0.87,267,4.39,87.5,2,1,0.75,13.62,0,2,0,Technology,0
CUST0666,120,small,36,15495.7,1,0,0.79,94,7.98,100.0,3,1,0.75,10.28,0,3,0,Retail,0
CUST0667,124,small,36,14251.65,1,0,0.6,74,4.64,62.5,3,1,0.75,14.73,1,2,1,Technology,1
CUST0668,420,medium,84,53373.21,4,0,0.75,316,2.79,75.0,1,1,0.75,15.49,0,4,2,Technology,1
CUST0669,114,small,24,14905.34,5,0,0.66,75,3.51,75.0,2,1,0.75,9.52,1,2,1,Technology,0
CUST0670,272,medium,24,27015.76,6,0,0.25,67,1.04,62.5,2,1,1.0,4.31,0,2,1,Technology,1
CUST0671,15,startup,12,2000.93,1,0,0.67,9,3.02,62.5,2,1,0.75,8.38,1,2,0,Technology,0
CUST0672,11,startup,12,1106.61,1,0,0.46,5,2.53,50.0,3,1,0.75,8.01,1,2,0,Technology,0
CUST0673,430,medium,60,42452.71,6,0,0.69,297,5.79,75.0,6,1,0.75,12.87,1,3,0,Retail,0
CUST0674,156,small,36,19698.28,3,0,0.21,33,2.72,50.0,1,1,0.75,4.5,1,3,0,Technology,0
CUST0675,792,medium,72,81489.92,2,0,0.37,290,1.08,62.5,3,1,0.75,8.32,1,3,0,Technology,0
CUST0676,208,medium,84,34474.24,3,0,0.74,154,1.99,62.5,2,1,0.75,12.29,1,3,0,Retail,0
CUST0677,470,medium,120,73786.93,1,0,0.89,418,1.52,100.0,2,1,1.0,20.93,0,2,0,Technology,0
CUST0678,696,medium,312,104601.2,4,0,0.35,245,3.16,37.5,3,1,0.75,7.42,0,2,1,Technology,0
CUST0679,611,medium,0,67038.74,4,0,0.64,392,6.82,87.5,2,0,0.75,11.85,0,2,1,Technology,0
CUST0680,99,small,108,10591.9,1,0,0.66,65,1.75,87.5,2,1,0.75,13.78,0,2,1,Retail,0
CUST0681,88,small,72,14851.76,2,0,0.92,81,3.0,75.0,6,1,0.75,19.01,1,2,0,Technology,0
CUST0682,360,medium,180,53534.17,1,0,0.24,87,4.25,62.5,3,1,0.75,5.65,1,2,0,Technology,0
CUST0683,130,small,36,22615.23,6,0,0.48,62,2.53,62.5,3,1,1.0,10.61,1,3,0,Technology,0
CUST0684,18,startup,12,3103.67,1,0,0.47,8,3.88,62.5,2,1,0.75,7.4,1,3,1,Retail,1
CUST0685,319,medium,12,37277.2,2,0,0.5,158,1.98,37.5,2,1,0.75,10.17,0,3,0,Retail,0
CUST0686,147,small,84,17389.08,1,0,0.21,30,3.52,50.0,2,1,0.75,2.89,1,3,1,Retail,0
CUST0687,540,medium,216,80665.63,2,0,0.18,97,2.36,62.5,3,1,0.75,3.81,1,2,1,Technology,0
CUST0688,576,medium,132,86591.98,4,0,0.68,392,2.53,75.0,6,1,1.0,9.45,1,2,1,Technology,0
CUST0689,34,startup,12,4566.5,1,0,0.45,15,2.48,75.0,3,1,0.75,9.71,1,3,0,Retail,1
CUST0690,14,startup,12,1889.57,1,0,0.21,2,4.87,25.0,2,1,0.75,4.84,1,2,1,Technology,1
